Epoch D_loss G_loss G_Adv_loss G_L1_loss KL_loss Val_L1_loss AVG_IS STD_IS LR_G LR_D
1 0.261567137267231 5.19077574459793 3.47559634028443 1.59226771884257 0.122911680708913 0.134370273804363 13.7496690750122 0.475476831197739 0.0001 0.0004
2 0.195726365620798 5.31043878677861 3.9733215080255 1.19299942453194 0.144117847609017 0.106655521106116 14.1479873657227 0.636357307434082 0.0001 0.0004
3 0.11380303966082 6.19248981731932 4.76604279959598 1.25084690608637 0.175600112761226 0.121644268118882 14.5014925003052 0.73298966884613 0.0001 0.0004
4 0.199718492967144 5.81633379499016 4.25316271088217 1.36933754334974 0.193833542201678 0.233977724291101 8.98340606689453 0.479649037122726 0.0001 0.0004
5 0.00113053665451711 11.504508267888 7.61147244690019 3.64690500421597 0.246130792933809 0.3876155573356 4.08792543411255 0.11091148853302 0.0001 0.0004
6 0.000243423238111915 13.1319664238054 9.13536290866335 3.73870696222691 0.257896543216065 0.363304779499392 4.65634775161743 0.163511902093887 0.0001 0.0004
7 0.0000765810818371122 13.9671412648447 10.1448860217238 3.5835293961303 0.238725838854032 0.349610823619215 5.03889560699463 0.230740621685982 0.0001 0.0004
8 0.143938382905549 11.1969038054461 8.50102051612361 2.4504850255254 0.245398253373935 0.118720955486539 13.6055088043213 0.520958125591278 0.0001 0.0004
9 0.14167147462012 7.00149320961569 5.4676569032166 1.30635882003228 0.227477490616119 0.131787700272059 14.9394912719727 0.654738903045654 0.0001 0.0004
10 0.139909565400686 6.97219085739092 5.44406328266463 1.2763385530323 0.251789022036983 0.122250289290766 14.9369707107544 0.811552584171295 0.0001 0.0004
11 0.0468176477770054 7.81811820957667 6.29450618340384 1.28208588989799 0.241526118877446 0.130108261315883 13.8090496063232 0.734116733074188 0.0001 0.0004
12 0.121957390957893 7.44428520281906 5.45770542342883 1.69284864856154 0.293731133136755 0.124117124212694 15.5231199264526 0.698786854743958 0.0001 0.0004
13 0.0675978247571857 7.00281482370918 5.49214783107033 1.1793264321354 0.331340568754679 0.123333659636069 15.1513118743896 0.811310768127441 0.0001 0.0004
14 0.10149599055876 6.80559294912821 5.28194700961318 1.15349720612816 0.370148737869604 0.11262039481839 15.4184494018555 0.556458175182343 0.0001 0.0004
15 0.042732878243174 7.72184316520496 6.10046197795202 1.22271210907975 0.398669077879023 0.11415658645992 14.9881772994995 0.680157065391541 0.0001 0.0004
16 0.136232862542549 6.75210232045644 5.14544598954013 1.18827162747798 0.418384702137822 0.130034954959079 14.8836851119995 0.699800252914429 0.0001 0.0004
17 0.0277919424653003 8.721020308297 6.80044884030776 1.44179843560509 0.478773029068547 0.283433515059797 5.79726076126099 0.134082943201065 0.0001 0.0004
18 0.00076293460712323 12.7422959810633 8.40495355293879 3.8946920651609 0.442650364278375 0.427011104324196 3.48495244979858 0.0829403474926949 0.0001 0.0004
19 0.000121228609930633 14.9252110027596 10.300264576207 3.99421772932458 0.630728685413785 0.383890831772285 3.8660786151886 0.0967326685786247 0.0001 0.0004
20 0.0000538344143349656 15.5293965449419 10.9903518720661 3.89271966087849 0.646325021753531 0.407775523164604 3.5303111076355 0.0905623212456703 0.0001 0.0002
21 0.0000377905734352717 16.1908502529954 11.5128617372049 3.98854129058321 0.689447227036557 0.380715211358251 3.78141212463379 0.119332030415535 0.0001 0.0002
22 0.0000316966799011164 16.2931462285464 11.9689525228632 3.5813877186202 0.742805991864875 0.320497394739827 5.13838815689087 0.250100314617157 0.0001 0.0002
23 0.0346854556437561 12.7233349386688 9.88486195449024 2.18591282236607 0.652560150226974 0.126001783092565 13.3303318023682 0.569251477718353 0.0001 0.0002
24 0.086900876150602 8.05524107059249 6.23096305410118 1.35506333597481 0.469214697018304 0.22703405309327 11.5431003570557 0.447100430727005 0.0001 0.0002
25 0.0303271579688065 9.59770980195316 7.56662193080128 1.55969097547214 0.471396892500655 0.107339065191866 15.4620361328125 0.770752727985382 0.0001 0.0002
26 0.020317372913892 8.33861525238627 6.65003373870231 1.15039616297273 0.538185376531023 0.105181777118882 15.5000638961792 0.646278500556946 0.0001 0.0002
27 0.00330409604193753 9.4547171257341 7.69610498521639 1.1727706124563 0.585841514875212 0.106977227650866 14.9226474761963 0.634430468082428 0.0001 0.0002
28 0.0811121237150676 7.29724626696628 5.61102401662875 1.13482489556913 0.551397343349579 0.103247388631483 15.5294971466064 0.462708115577698 0.0001 0.0002
29 0.00206426045005943 10.0822419083637 7.64555204189037 1.92706880415492 0.509621065672096 0.279687038705319 7.34952926635742 0.361017197370529 0.0001 0.0002
30 0.000391323207029042 13.1948102026644 9.45255873697188 3.15727925026203 0.584972229988679 0.314808596915837 5.00972127914429 0.189571559429169 0.0001 0.0002
31 0.000129613211075754 14.4080064583313 10.6060192255718 3.18000583971858 0.621981387705449 0.324344008029262 4.95418310165405 0.136815011501312 0.0001 0.0002
32 0.0000494830185385125 15.6626985469438 11.8113629397224 3.12903415028701 0.722301477285297 0.300433739831176 5.72009372711182 0.188415855169296 0.0001 0.0002
33 0.0000287725009291911 15.9143712685236 12.3036139261387 2.81853557212273 0.792221795415025 0.21085352026209 9.16222953796387 0.366670221090317 0.0001 0.0002
34 0.0971409894884324 7.99269377758436 6.22427021881656 1.26379413540711 0.504629426828736 0.106958465579944 14.7394256591797 0.610741674900055 0.0001 0.0002
35 0.0567945340274112 7.66433653395499 5.97587497176036 1.11574275482951 0.572718792406799 0.105297411733036 14.1131610870361 0.627741277217865 0.0001 0.0002
36 0.0207418521739645 8.42025791531634 6.67639273562042 1.14162913002931 0.602236031990527 0.11129443338023 15.1213426589966 0.48117396235466 0.0001 0.0002
37 0.0391302499519301 8.21581716153323 6.50145376837619 1.10173345885009 0.612629946654715 0.108562872002396 15.717041015625 0.435755014419556 0.0001 0.0002
38 0.0303900960819208 8.96254619582535 7.18451326933054 1.14728945440344 0.630743470833735 0.116794372189649 15.9292297363281 0.783644258975983 0.0001 0.0002
39 0.050662994428533 8.22855312272411 6.47528701748186 1.1528368569396 0.600429234297379 0.111507483769821 15.728611946106 0.615204095840454 0.0001 0.0002
40 0.0231473253213625 8.15287256484751 6.42954639877047 1.11415584602624 0.609170320698672 0.107231581324263 15.4711170196533 0.591738939285278 0.0001 0.0001
41 0.00648906194700619 8.56409546115514 6.81550281996007 1.12093949234089 0.627653147672753 0.111631477746782 15.6023683547974 0.586219549179077 0.0001 0.0001
42 0.0144505853128495 8.90165776273479 7.08297490463842 1.1527611930352 0.665921669367634 0.105675993275039 15.4878845214844 0.515243768692017 0.0001 0.0001
43 0.0175223725195176 8.82476882312609 7.01102116047476 1.11236919176853 0.701378486383602 0.115279836367957 15.9192752838135 0.555260121822357 0.0001 0.0001
44 0.0124767199078559 8.82946958169913 7.00929829241979 1.13205694374831 0.688114337299181 0.120480219680297 14.889799118042 0.642542064189911 0.0001 0.0001
45 0.022762868087951 9.22690356600925 7.41234820899184 1.10810171658426 0.706453662470479 0.110323125331462 16.1706657409668 0.606048345565796 0.0001 0.0001
46 0.0200494247017564 8.61690048869614 6.79150283330923 1.13190330622141 0.693494342629562 0.112094808039786 15.3050155639648 0.694368422031403 0.0001 0.0001
47 0.00881311716321108 9.38421983853021 7.52701873265569 1.14227906395407 0.714922036127666 0.113310021973109 15.4020557403564 0.95665830373764 0.0001 0.0001
48 0.0164175674693737 9.32419027940697 7.47502462978444 1.11264379212009 0.736521866239245 0.114329588752759 16.0521774291992 0.637114524841309 0.0001 0.0001
49 0.0210369584136158 9.24939438967449 7.3981220823191 1.11538360803329 0.735888687660322 0.10449623118473 16.1507186889648 0.572811007499695 0.0001 0.0001
50 0.0132442748955162 9.24045313624165 7.39995314916382 1.15457334489469 0.68592664633718 0.12047264404312 15.1546268463135 0.640815258026123 0.0001 0.0001
