Epoch D_loss G_loss G_Adv_loss G_L1_loss KL_loss Val_L1_loss AVG_IS STD_IS LR_G LR_D
36 -0.0215090047687178 40.2800453751898 39.7092973313978 0.562484938317857 0.00826309756149569 0.0819849536954602 19.0497703552246 0.651897549629211 0.0001 0.0002
37 -0.0263037621895151 39.4424595259645 38.8787310178323 0.555423063771499 0.00830538568737181 0.0819433733255048 19.5115909576416 0.867943525314331 0.0001 0.0002
38 -0.0217303601450875 38.6626398032888 38.1078196620697 0.546446092026618 0.00837406309802666 0.0816889428828336 19.4501686096191 0.656233727931976 0.0001 0.0002
39 -0.0268154351381333 38.7160201109279 38.1670365296971 0.540691971169103 0.00829150050680827 0.0848605994936786 19.4832973480225 0.750351428985596 0.0001 0.0002
40 -0.0268844817330361 38.817015640571 38.2774480395305 0.531454352847755 0.00811314290506132 0.0886141140061089 19.6929512023926 0.587341487407684 0.0001 0.0001
41 -0.0346163111873438 39.0162669520854 38.4847479769031 0.523923118591613 0.00759587028597379 0.0816328607593911 19.6593761444092 0.692999303340912 0.0001 0.0001
42 -0.0334998340032699 39.6785057731297 39.1539402690995 0.517229283976433 0.00733626449166242 0.0796656396381463 19.4372997283936 0.875155031681061 0.0001 0.0001
43 -0.0331720816849224 40.4509217147632 39.9331818797704 0.510477973600788 0.00726186198985104 0.0807561008613321 19.5369338989258 0.538429081439972 0.0001 0.0001
44 -0.0333772521594639 41.007140801081 40.4949927561728 0.50496571836874 0.00718240223496276 0.0803453080073188 19.5603275299072 1.00082492828369 0.0001 0.0001
45 -0.0336741415332393 41.4841636062583 40.977340917758 0.499648698569869 0.00717394654234142 0.0800572330061393 19.386962890625 0.773267149925232 0.0001 0.0001
46 -0.0338346111710848 42.2798482353425 41.7781329533023 0.494546471578081 0.00716883957188319 0.0801145947432216 19.6634788513184 0.817447543144226 0.0001 0.0001
47 -0.0340587902198429 42.9265824144759 42.4290934999276 0.490296306893649 0.00719261518084084 0.0829989299932613 19.8039855957031 0.798343241214752 0.0001 0.0001
48 -0.0345720201325805 43.8532526694295 43.3608351900145 0.485256293088274 0.00716122988101733 0.0823461848157871 19.5055351257324 0.99338710308075 0.0001 0.0001
49 -0.0343413009722729 44.9697644119068 44.4809124451464 0.481678911944485 0.0071731811130891 0.0824112597900101 20.0150241851807 0.797410130500794 0.0001 0.0001
50 -0.0349568425173945 45.8845497775261 45.4006533025171 0.476711283216391 0.00718513858692763 0.0793682608423354 19.5585422515869 0.936084806919098 0.0001 0.0001
